org_name,org_alt_name,ein_num,bio,city,state,assets,income,mission_statement,facebook_link,twitter_link,youtube_link,instagram_link,linkedin_link,twitter_handle
"Central Indiana Land Trust, Inc.",,35-1816493,"[' land trust, land conservation, environment, preservation, conservation, Central Indiana, Indiana, land protection, nature, habitatprotection, Environment, <em>Climate change,</em> Natural resources, Water resources, Wetlands, Biodiversity, Wildlife biodiversity, Plant biodiversity, Forest preservation, Age groups, Adults, Non-governmental organizations, Public charities ', 'million trees to buffer Central Indianas protected natural areas. We are guided by our conservation plan in this endeavor, which will have multiple benefits:A natural <em>climate</em> solution: Trees scrub carbon from the air, helping to mitigate <em>climate</em> change.Transitional habitat: Young forests provide habitat for niche species that need these wooded areas unique attributes to thrive. Forest interior habitat: Strategically']",Indianapolis,IN,25901781.0,3971183.0,"CILTI preserves the best of Central Indiana’s natural areas, protecting plants and animals, so Hoosiers can experience the wonder of the state’s natural heritage.",https://facebook.com/conservingindiana,,https://youtube.com//@centralindianalandtrust8410,https://instagram.com/centralindianalandtrust,https://linkedin.com/company/central-indiana-land-trust-inc,
Lafayette Tree Fund Inc.,Tree Lafayette,35-1896066,"[' trees environment nature <em>climate</em> community, Environment, <em>Climate change,</em> Natural resources, Environmental education, Health, Public health, Environmental health, Family relationships, Families, Social and economic status, Health, Non-governmental organizations, Public charities']",Lafayette,IN,91868.0,108192.0,"Tree Lafayette promotes a healthy community by providing education, leadership, and inspiration in planting and caring for trees.",https://facebook.com/TreeLafayetteIndiana,https://twitter.com/TreeLafayette,https://youtube.com/https://www.youtube.com/channel/UCFWD8A6_Ri1kLPqUci4mVvw,https://instagram.com/TreeLafayette,,treelafayette
BUILD CHANGE,,35-2237155,"['earthquake, <em>climate,</em> construction, engineering, systems <em>change,</em> systemic <em>change,</em> earthquake-resistant, houses, disaster, earthquake, tsunami, flood, fire, pandemic, vulnerable, vulnerability, risk-reduction, gender, justice, equity, <em>climate change</em> adaptation, micro-finance, microfinance, micro-insurance, microinsurance, Latin America, Haiti, Indonesia, China, Environment, <em>Climate change,</em> Science, Technology', 'opportunity. Hurricane survivors are retrofitting their homes and adding a second story as part of our <em>climate-change</em> adaptation program in Honduras, with the Honduran Red Cross. Families in the Sula Valley are highly exposed to flooding and experiencing increasingly aggressive storms, with damages from <em>climate</em> hazards expected to double in the next twenty years.The new second stories are providing a safe ']",Denver,CO,2842330.0,3846496.0,"Build Change saves lives by preventing houses and schools from collapsing in disasters. Our mission is to greatly reduce deaths, injuries, and economic losses caused by housing and school collapses due to earthquakes and climate-induced events such as typhoons, flooding, and fires. Build Change is the global leader for systems change in resilient housing. We are transforming the systems for regulating, financing, building, and improving houses around the world.",https://facebook.com/buildchange,https://twitter.com/buildchangenews,https://youtube.com/buildchange,https://instagram.com/buildchangeintl/,https://linkedin.com/company/build-change/,buildchangenews
"EndOil, Inc.",Communities for Clean Ports,35-2237889,"[' endoil, oil dependency, environmental justice, environmental health, air pollution, <em>climate change,</em> Environment, Natural resources, Energy resources, Non-governmental organizations, Public charities']",Long Beach,CA,0.0,0.0,"EndOil creates locally based initiatives that educate, advocate and engage communities to support clean transportation alternatives to petroleum, thereby effecting cleaner air and healthier communities. Our main campaign, Communities for Clean Ports, works to reduce the port pollution that poisons people, fouls the environment and costs billions of dollars each year in health care costs.",,,,,,
Friends of the Environment Inc,,35-2283352,"['Secondary education, STEM education, Multicultural education, Graduate and professional education, Teacher education, Education services, Educational exchanges, Early childhood education, Environment, <em>Climate change,</em> Natural resources, Water resources, Coral reefs, Wetlands, Biodiversity, Wildlife biodiversity, Aquatic wildlife protection, Bird preservation, Endangered species protection, Invasive animal species', 'schools in Abaco, which has resulted in over 23,000 environmental education experiences provided for local youths, with emphasis on coral reefs, mangroves, pine forests, Bahamian biodiversity and <em>climate change.</em> Our support has also facilitated the restoration of 180 acres of mangrove wetland, the removal of over 10,000 invasive lionfish from waters around Abaco, and ongoing outreach and awareness of sustainable']",Delray Beach,FL,495732.0,935598.0,"Friends of the Environment Inc. supports the work of community organisations in Abaco, The Bahamas, with a focus on education, conservation, and research facilitation.",https://facebook.com/FriendsoftheEnvironment,,https://youtube.com/channel/UCyxL84OIreAm4Xni3xFhAwA,https://instagram.com/friendsoftheenvironment,,
SUSTAINABLE TOMPKINS INC,Sustainable Tompkins,35-2311338,"['criteria.Grants range from $150 – $750 each. In early 2018, Sustainable Tompkins announced a Youth <em>Climate</em> Challenge open to middle and high school students in Tompkins County who can apply for small grants up to $1,000 to support projects that reduce CO2 emissions or spread awareness of how <em>climate change</em> will affect the Finger Lakes Region.Students can propose a wide variety of activities. Some might', ' <em>climate</em> protection, energy democracy, civic empowerment, Environment, Natural resources, Energy resources, Community and economic development, Community improvement, Community organizing, Human rights, Age groups, Children and youth, Adolescents, Adults, Non-governmental organizations, Public charities The']",Ithaca,NY,44882.0,185490.0,"Sustainable Tompkins is a community-based organization whose mission is to promote the long-term well-being of our region by integrating social equity, economic vitality, ecological stewardship, and shared responsibility. We serve Tompkins County and the surrounding Finger Lakes Region.",,,,,,
Foundation for Climate Change Action FOCCA,,35-2565197,[],Santa Barbara,CA,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Platform for African Women in Smart Climate Agriculture Foundation I,PAWISCA,35-2644152,[],New York City,NY,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Bulletin of the Atomic Scientists,BAS,36-2136497,"['worse. We equip the public, policy makers and scientists with the information needed to demand, recognize, and support public policies that reduce manmade existential threats such as nuclear war, <em>climate change</em> and disruptive technologies.  Our award-winning journal, iconic Doomsday clock, open-access website, and timely events promote evidence-based policy debates essential to healthy democracies and', ' ""global security"", ""international affairs"", science, nuclear, media, ""Minutes to midnight"", bullletin, ""Doomsday clock"", Einstein, Rieser, <em>Climate,</em> technology, Environment, <em>Climate change,</em> Science, Technology, Information and communications, Communication media, Publishing, International relations, Foreign policy, International peace and security, Age groups, Adults']",Chicago,IL,3362774.0,1573774.0,"The Bulletin of the Atomic Scientists believes advances in science and technology should make life on earth better, not worse. We equip the public, policy makers and scientists with the information needed to demand, recognize, and support public policies that reduce manmade existential threats such as nuclear war, climate change and disruptive technologies. Our award-winning journal, iconic Doomsday clock, open-access website, and timely events promote evidence-based policy debates essential to healthy democracies and a safe and livable planet. We believe humanity is worth preserving.",https://facebook.com/BulletinOfTheAtomic Scientists,https://twitter.com/BulletinAtomic,https://youtube.com/UCaeUKy8bDzOu2DH5c006NbQ,https://instagram.com/bulletinoftheatomicscientists,https://linkedin.com/company/bulletin-of-the-atomic-scientists,bulletinatomic
Chicago Zoological Society,Brookfield Zoo,36-2167016,"['wildlife, conservation, environment, animals, nature, education, community outreach, access, zoological park, zoological garden, conservation education, science education, STEM education, <em>climate change,</em> <em>climate change</em> education, research, animal welfare, teacher training, endangered species, nature play, Environment, Biodiversity, Wildlife biodiversity, Zoos, Endangered species protection, Non-governmental', 'Education Network: The new <em>Climate</em> Literacy Zoo Education Network (CLiZEN), led by CZS, is a collaborative effort to develop a new approach to <em>climate change</em> education. By bringing together scientists and educators from zoos, universities, and environmental organizations from across the United States and Canada, CLiZEN will encourage zoo visitors to understand <em>climate change</em> by highlighting its effects']",Brookfield,IL,226030000.0,78552041.0,The mission of the Chicago Zoological Society is to inspire conservation leadership by connecting people with wildlife and nature.,,,,,,
Openlands,Openlands,36-2649603,"[' <em>climate change,</em> open space, natural resources, environment, advocacy, policy, land use, conservation, education, land preservation, urban greening, community gardens, greenways, watersheds, trails,  parks, garden', 'large-scale landscapes and waters in Northeastern Illinois and the surrounding region, Openlands is committed to advancing nature-based solutions to mitigate the threats of biodiversity loss and <em>climate change</em> and create access to nature for all.1. Protecting LandAs Chicago’s regional land trust, Openlands drives regional conservation strategies to protect public and private lands as open space, wildlife']",Chicago,IL,35209048.0,12417483.0,"Founded in 1963, Openlands protects the natural and open spaces of northeastern Illinois and the surrounding region to ensure cleaner air and water, protect natural habitats and wildlife, and help balance and enrich our lives.",https://facebook.com/openlandschicago,https://twitter.com/Openlands,https://youtube.com/https://www.youtube.com/channel/UC2f6deocEaNtm5T_Z-bjPSg,https://instagram.com/openlands,https://linkedin.com/company/openlands,openlands
PHYSICIANS FOR SOCIAL RESPONSIBILITY INC,Chicago PSR,36-3099579,"['public health worldwide through advocacy and education about the effects of <em>climate change,</em> environmental toxins, and other environmental threats to human health. We inform physicians and the public about health issues relating to violence prevention, environmental degradation, nuclear energy, and national security.', ' <em>climate change</em> health, Health, International relations, International peace and security']",Evanston,IL,0.0,0.0,"Chicago Physicians for Social Responsibility is dedicated to promoting a healthier Chicago and improved public health worldwide through advocacy and education about the effects of climate change, environmental toxins, and other environmental threats to human health. We inform physicians and the public about health issues relating to violence prevention, environmental degradation, nuclear energy, and national security.",https://facebook.com/pages/Chicago-Physicians-for-Social-Responsibility/169829037129,,https://youtube.com/watch?v=aH0gfrhDoZk,,,
Natural Areas Association,NAA,36-3132261,"[' Natural areas, biodiversity, land stewardship, conservation, land protection, natural areas management, ecological restoration, natural resources, Environment, <em>Climate change,</em> Natural resources, Biodiversity, Science, Information and communications, Age groups, Adults, Non-governmental organizations, Public charities']",Pittsburgh,PA,715840.0,933261.0,"The Natural Areas Association's (NAA) mission is to support the community of natural area professionals. We help members reach their professional goals, promote natural areas management based on sound science, work to raise awareness about the need for natural areas conservation, and support natural areas research.",https://facebook.com/NaturalAreasAssc,https://twitter.com/naturalareas,https://youtube.com/channel/UCTvCKnkaHOo2n-6u8yqM6XA,https://instagram.com/natural_areas_association,https://linkedin.com/company/natural-areas-association,naturalareas
