org_name,org_alt_name,ein_num,bio,city,state,assets,income,mission_statement,facebook_link,twitter_link,youtube_link,instagram_link,linkedin_link,twitter_handle
KEEP AUSTIN FED,,46-3754567,"[' Food rescue, environmental waste, human services, food insecurity, Environment, <em>Climate change,</em> Human services, Basic and emergency aid, Food aid, Family relationships, Families, Social and economic status, Immigrants and migrants, Economically disadvantaged people, Victims and oppressed ']",Austin,TX,445305.0,2266823.0,Keep Austin Fed reduces hunger and helps the environment by connecting surplus food with our neighbors in need.,https://facebook.com/keepaustinfed,https://twitter.com/keepaustinfed,,https://instagram.com/keepaustinfed,,keepaustinfed
SOLUTIONS PROJECT INC,The Solutions Project,46-3811348,"['  Grantmaking, philanthropy, storytelling, media, capacity building, clean energy, <em>climate</em> solutions, narrative, advocacy, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Energy resources, Renewable energy, Philanthropy, Foundations, Nonprofits, Sexual identity, Women and girls, Ethnic and racial groups, Social', 'critical catalyst that allows them to scale. We are a recognized leader in bold, positive, and reflective <em>climate</em> narratives rooted in grassroots power-building. The communications capacity we provide our grantees aims to shift the national dialogue on <em>climate change</em> to center just solutions to the <em>climate</em> crisis and increase grantee influence with critical audiences. Our team and program delivery partners']",Oakland,CA,34968135.0,33588264.0,"Founded in 2013, The Solutions Project (TSP) was created in pursuit of a regenerative and just economy. We fund and amplify grassroots climate justice solutions created by Black, Indigenous, immigrant, women, and other People of Color-led organizations across the United States. To date, we have deployed over $50M to more than 300 grassroots groups, primarily organizations led by women of color and operating on less than $500,000 annual budgets, through direct grantmaking, movement-accountable ecosystem funds, communications capacity building, and technical support.",https://facebook.com/https://www.facebook.com/solutionsproj,https://twitter.com/https://twitter.com/solutionsproj,https://youtube.com/https://www.youtube.com/channel/UCT5FmyEVtHGN1nyRnCDOb6w,https://instagram.com/https://www.instagram.com/solutions.project/,https://linkedin.com/company/the-solutions-project,solutionsproj
FRIENDS OF MINDO CLOUD FOREST INC,Mindo Cloudforest Foundation,46-3870277,"[' Cloud Forest Biodiversity Ecuador Birds Migratory Species Forest Restoration <em>Climate Change,</em> Public safety, Disasters and emergency management, Disaster relief, Non-governmental organizations, Public charities']",Brattleboro,VT,0.0,0.0,"Mindo Cloudforest Foundation´s Mission is the conservation of nature and the landscapes of northwest Pichincha province and the Choco-Andes Corridor, with special emphasis in forest habitats and birds through the adoption of alternative and efficient economic development models, especially avitourism, that involve and benefit the local population and its leaders.",https://facebook.com/mindo.cloudforest,,,https://instagram.com/mindocloudforestfoundation,,
International Budget Partnership,,46-3995547,"[' Budget work, civil society organizations, public budgeting, service delivery, tax, <em>climate</em> finance accountability, Public affairs, Democracy, Public administration, Public finance, Age groups, Adults, Non-governmental organizations, Public charities', 'that represent marginalized communities (including women, residents of informal settlements, small-scale farmers and fishers, and people with disabilities) at the heart of coalitions campaigning for <em>change</em> in their communities. IBP equips these partners with technical finance tools and public finance systems knowledge, support their efforts to generate unique evidence that both they and the government']",Washington,DC,29127533.0,16910505.0,"The International Budget Partnership is a nonprofit organization of economists, advocates and policy analysts dedicated to ensuring governments are responsible stewards of public funds. IBP works hand-in-hand with partners in over 120 countries to ensure all citizens, especially in underserved communities, understand and have the right to influence how public money– their money – is raised and spent.
IBP works in collaboration with multiple actors – including civil society, governments, international institutions and the private sector – to bring about a world in which empowered citizens participate in open, inclusive budgeting processes to shape policies and practices that promote equity and justice on a sustainable basis",,https://twitter.com/@openbudgets,https://youtube.com/@intbudgetpartnership,https://instagram.com/@openbudgets,https://linkedin.com/company/international-budget-partnership,
FRIENDS OF THE NORTH PIKES CREEK WETLANDS,,46-4067602,"[' river protection, wetlands conservation, habitat preservation, scientific-management, education, youth education,, Environment, <em>Climate change,</em> Natural resources, Water resources, Biodiversity, Wildlife biodiversity, Forest preservation, Age groups, Children and youth, Adults, Family relationships, Families, Non-governmental organizations', 'endangered species. FNPCW member volunteers monitor water quality, macroinvertebrate populations, and perform temperature logging in beaver ponds, to establish a base line and to monitor water quality <em>changes</em> in the North Pikes Creek watershed. This data is shared with the WDNR. The Friends established a birding hotspot on the eBird website and birders are encouraged to visit the wetlands and enter their']",Bayfield,WI,193676.0,35223.0,"The Friends of the North Pikes Creek Wetlands is a grass-roots community organization committed to the protection, scientific management, and educational use of the North Pikes Creek Wetlands.",https://facebook.com/https://www.facebook.com/northpikescreek,,,https://instagram.com/https://www.instagram.com/fnpcw/,https://linkedin.com/company/https://www.linkedin.com/in/northpikescreek/,
Ripple Effect US,,46-4096938,"['   gender equity, Environment, <em>Climate change,</em> Agriculture, fishing and forestry, Food security, Sustainable agriculture, Organic farming, Food sovereignty, Community and economic development, Sustainable development, International relations, International development']",Washington,DC,41025.0,484115.0,"Ripple Effect US, a 501c3 charity, raises awareness and support in the United States to empower smallholder farming families in Africa.",https://facebook.com/rippleeffectngo,https://twitter.com/rippleeffectngo,https://youtube.com/user/rippleeffectngo,https://instagram.com/rippleeffectngo,https://linkedin.com/company/rippleeffectngo/,rippleeffectngo
350PDX,,46-4120269,"[' <em>Climate,</em> <em>Climate Change,</em> <em>Climate</em> Justice, Environment, Community and economic development, Community improvement, Community organizing, Age groups, Adults, Social and economic status, Economically disadvantaged people, Low-income people', 'Building a diverse grassroots movement to address the causes of <em>climate</em> disruption through justice-based solutions by inspiring, training and mobilizing people to act. Climate']",Portland,OR,316131.0,415358.0,"Building a diverse grassroots movement to address the causes of climate disruption through justice-based solutions by inspiring, training and mobilizing people to act.",https://facebook.com/350PDX,https://twitter.com/350_PDX,,https://instagram.com/350pdx,,
Climate Remediation Foundation Inc,,46-4193321,[],Cambridge,MA,0.0,0.0,"TO INFORM, EDUCATE AND INVOLVE THE PUBLIC AND SCIENTIFIC, ACADEMIC AND POLITICAL COMMUNITIES ON AND IN PROACTIVE APPROACHES TO ADDRESS THE UNMET NEEDS FOR THE REDUCTION OF CARBON EMISSIONS IN BUSINESS TODAY TO PERMIT THE WELL-BEING OF PEOPLE IN THE FUTURE.",,,,,,
350 Seattle,350Seattle,46-4201865,"[' <em>climate</em> justice, <em>climate change,</em> intersectional, Environment, Age groups, Adults, Non-governmental organizations, Public charities', 'corporations to stop investing in fossil fuel projects using the arts to educate and inspire people to do something about <em>climate change</em> admin, fundraising, finance, data, and more -- all to give 350 Seattle a solid foundation supports the growth of 350 Seattle, through movement building supports (like trainings, outreach, and volunteer engagement).']",Seattle,WA,729106.0,1463713.0,"350 Seattle works toward climate justice by organizing people to make deep system change: resisting fossil fuels; building momentum for healthy alternatives; and fostering resilient, just, and welcoming communities.",https://facebook.com/https://www.facebook.com/350Seattle,https://twitter.com/https://twitter.com/350_Seattle,https://youtube.com/https://www.youtube.com/@350seattle9,https://instagram.com/https://www.instagram.com/350seattle/,,
Biodiversity for A Livable Climate,Bio4Climate,46-4207099,"[' <em>climate change,</em> soil carbon, global warming, greenhouse gases, eco-restoration, agriculture, regeneration, ranching, farming, desertification, flood, drought, <em>climate</em> justice, peace, sequestration, drawdown, soils, carbon dioxide, Environment, <em>Climate change,</em> Agriculture, fishing and forestry, Age groups, Children and youth, Adults', 'Through education, policy and outreach, our mission is to promote the power of the natural world to stabilize the <em>climate</em> and to restore biodiversity to ecosystems worldwide.  Collaborating with organizations around the globe, we advocate for the restoration of soil, and of grassland, forest, wetland, coastal and ocean ecosystems–along with the associated carbon, water and nutrient cycles – to draw']",Cambridge,MA,92462.0,267286.0,"Through education, policy and outreach, our mission is to promote the power of the natural world to stabilize the climate and to restore biodiversity to ecosystems worldwide.
Collaborating with organizations around the globe, we advocate for the restoration of soil, and of grassland, forest, wetland, coastal and ocean ecosystems–along with the associated carbon, water and nutrient cycles – to draw down excess atmospheric greenhouse gases, cool the biosphere, and reverse global warming, for the benefit of all people and all life on earth.",,,https://youtube.com/@BiodiversityforaLivableClimate,,,
Growald Family Fund Inc,,46-4209325,"['Environment, <em>Climate change,</em> Philanthropy, Venture philanthropy, Foundations, Non-governmental organizations, Public charities']",Brookline,MA,22528651.0,10879060.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Bozeman Citizens Climate Lobby,,46-4213752,[],Bozeman,MT,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Center for Sustainable Agricultural Excellence & Conservation Inc,,46-4226072,"[' Environment, <em>Climate change,</em> Agriculture, fishing and forestry, Community and economic development, Information and communications, Libraries, Ethnic and racial groups, Social and economic status,', 'colleges/universities, and industry experts to educate the public, businesses, schools, nonprofits, and governmental entities on how BMP (best management practices) can <em>change</em> the way we farm in the future. Environment']",Jacksonville,FL,375434.0,457174.0,"The Center for Sustainable Agriculture Excellence and Conservation (CSAEC) develops and uses best management practices in sustainable agriculture to assist farmers and future farmers. These practices have been developed by seasoned farmers, colleges/universities, and industry experts to educate the public, businesses, schools, nonprofits, and governmental entities on how BMP (best management practices) can change the way we farm in the future.",https://facebook.com/csaec1,,,,,
Our Climate,,46-4237362,"['Our <em>Climate</em> empowers young people to advocate for the science-based, equitable and intersectional <em>climate</em> justice policies that build a thriving world. We engage and train youth from affected communities and groups to participate in broad and diverse advocacy coalitions. Together, we build deep partnerships, mobilize, and center those most impacted by <em>climate change</em> to dismantle systemic oppression', 'oppression and achieve systemic <em>change.</em> Our <em>Climate</em> is the 501(c)(4) sister organization to Our <em>Climate</em> Education Fund, a 501(c)(3) organization.']",Chevy Chase,MD,123040.0,14206.0,"Our Climate empowers young people to advocate for the science-based, equitable and intersectional climate justice policies that build a thriving world. We engage and train youth from affected communities and groups to participate in broad and diverse advocacy coalitions. Together, we build deep partnerships, mobilize, and center those most impacted by climate change to dismantle systemic oppression and achieve systemic change. Our Climate is the 501(c)(4) sister organization to Our Climate Education Fund, a 501(c)(3) organization.",,,,,,
OneReef Worldwide Stewardship,OneReef,46-4293324,"['stewardship learning surveillance compliance coral reef ocean conservation management community sustainability sustainable marine protected areas MPA <em>climate change</em> adaptabion Pacific Islanders science imaging photogrammetry , Environment, <em>Climate change,</em> Natural resources, Water resources, Coral reefs, Oceans and coastal waters, Science, Physical and earth sciences, Marine science, Community and economic', 'communities for as long as it takes, and make course corrections as needed. OneReef works directly with communities that want to protect their coral reefs from the impacts of human activity and <em>climate change.</em>  OneReef’s Community Partnership Agreement Model is a proven way to accomplish long-term conservation success: (1) We combine traditional stewardship with the right resources and link economic ']",Santa Cruz,CA,1875738.0,2125643.0,OneReef partners with island communities to combine traditional stewardship and modern resources to protect coral reefs.,https://facebook.com/https://www.facebook.com/OneReefWorldWide/,,https://youtube.com/https://www.youtube.com/channel/UCYui3gPTMY8ZbVAZJIDhPVQ/featured,https://instagram.com/https://www.instagram.com/Onereefworldwide/,https://linkedin.com/company/https://www.linkedin.com/company/2473647/,
Vote Solar,,46-4396728,"['   clean, energy, solar, 100%, renewable, energy justice, community solar, energy democracy , Environment, Environmental justice, <em>Climate change,</em> Natural resources, Energy resources, Energy efficiency, Renewable energy, Age groups, Adults, Social and economic status, Economically disadvantaged people, Low-income people, Non-governmental ', 'regulatory policy redesign to ensure that utility planning takes full advantage of modern distributed clean energy technologies and focuses on reliability and resiliency as we face the realities of <em>climate change.</em>']",Oakland,CA,15251412.0,7417991.0,"To realize a 100% clean energy future through a solutions-driven, people-first approach.",https://facebook.com/VoteSolar,https://twitter.com/votesolar,,https://instagram.com/votesolar,https://linkedin.com/company/votesolar,votesolar
Climate and Health Research Network,,46-4421906,"['TO PROVIDE THE OPPORTUNITY FOR RESEARCHERS TO COME TOGETHER TO WORK ON DISCRETE PROJECTS BASED ON <em>CLIMATE</em> AND HEALTH-RELATED ISSUES OF PUBLIC POLICY RELEVANCE.', 'SUPPORTED THE NEPAL EMPOWERMENT PROJECT AIMED GENERALLY AT ADDRESSING THE SIGNIFICANT FAILURES OFTEN SEEN WHEN TECHNOLOGIES ARE INTRODUCED INTO A DEVELOPMENT SETTING. 4) <em>CLIMATE</em> SCIENCE: PREPARED A WORKING PAPER FOR CLEAN AIR TASK FORCE ON <em>CLIMATE</em> SCIENCE INSIGHTS.']",Bowdoinham,ME,62457.0,147161.0,TO PROVIDE THE OPPORTUNITY FOR RESEARCHERS TO COME TOGETHER TO WORK ON DISCRETE PROJECTS BASED ON CLIMATE AND HEALTH-RELATED ISSUES OF PUBLIC POLICY RELEVANCE.,,,,,,
Kiss the Ground,LAUREN TUCKER,46-4507696,"['Kiss the Ground is an audience-supported nonprofit promoting regeneration and healthy soil as a viable solution for our wellness, water, and <em>climate</em> crisis.', ' regeneration, soil health, sustainability, <em>climate,</em> food, agriculture, education, advocacy, Education, Environment, Agriculture, fishing and forestry, Agriculture, Community and economic development, Ethnic and racial groups, Work status and occupations']",Los Angeles,CA,2111946.0,3419266.0,"Kiss the Ground is an audience-supported nonprofit promoting regeneration and healthy soil as a viable solution for our wellness, water, and climate crisis.",,,,,,
Prime Coalition Inc,,46-4621007,"['IN ORDER TO STEER AND INFLUENCE CAPITAL TO SUPPORT SCALABLE SOLUTIONS TO <em>CLIMATE CHANGE,</em> EVERY PRIME PROGRAM IS DESIGNED TO CATALYZE, DEEPEN, OR ACCELERATE SOLUTIONS THAT WE BELIEVE WILL MASSIVELY REDUCE GREENHOUSE GAS EMISSIONS.', ' Environment, <em>Climate change,</em> Human services, Non-governmental organizations, Public charities']",Cambridge,MA,108161828.0,11482211.0,"IN ORDER TO STEER AND INFLUENCE CAPITAL TO SUPPORT SCALABLE SOLUTIONS TO CLIMATE CHANGE, EVERY PRIME PROGRAM IS DESIGNED TO CATALYZE, DEEPEN, OR ACCELERATE SOLUTIONS THAT WE BELIEVE WILL MASSIVELY REDUCE GREENHOUSE GAS EMISSIONS.",,,,,,
One Tree Planted Inc,One Tree Planted,46-4664562,"[' reforestation, tree planting, volunteering, employee engagement, environment, sustainability, trees, conservation, restoration, deforestation, planting, wildfire, wildfires, <em>climate</em> stability, water, air, pollution, drought, Indigenous, IPLC, agroforestry, mangroves, biodiversity, wildlife, endangered species, threatened, communities, urban forestry, engagement, Environment, Philanthropy']",Shelburne,VT,70306443.0,67048054.0,"Founded in 2014, One Tree Planted Inc. is a 501(c)(3) non-profit organization on a global mission to reforest our planet, provide education and awareness on the importance of trees in our ecosystem, and inspire engagement and action. We are action-oriented and seek to have impact through quality and community-driven tree planting projects throughout North America, South America, Europe, Asia, Africa, and the Pacific.",https://facebook.com/onetreeplanted,https://twitter.com/onetreeplanted,https://youtube.com/@onetreeplanted,https://instagram.com/onetreeplanted,https://linkedin.com/company/one-tree-planted,onetreeplanted
Women in Solar Energy Corporation,"WISE, Women in Solar, Women in Solar Energy Corporation",46-4695178,"["" solar, diversity, inclusion, renewable energy, <em>climate change,</em> capacity building,, Community and economic development, Economic development, Employment, Environment, Human rights, Antidiscrimination, Women's rights, Sexual identity, Women and girls, Non-governmental organizations, Public charities""]",Pittsfield,MA,0.0,0.0,OUR MISSION IS TO PROMOTE DIVERSITY AND INCLUSION IN ALL ASPECTS OF THE SOLAR ENERGY INDUSTRY.,,,,,,
Rogue Climate,,46-4714467,"[""ROGUE <em>CLIMATE'S</em> MISSION IS TO EMPOWER SOUTHERN OREGON COMMUNITIES MOST IMPACTED BY <em>CLIMATE CHANGE</em> INCLUDING LOW-INCOME, RURAL, YOUTH,SENIORS, AND COMMUNITIES OF COLOR,TO WIN <em>CLIMATE</em> JUSTICE BY ORGANIZING FOR CLEAN ENERGY, SUSTAINABLE JOBS, AND A HEALTHY ENVIRONMENT."", ' In 2022, Rogue <em>Climate</em> operated community based programs']",Phoenix,OR,1117037.0,1225965.0,"ROGUE CLIMATE'S MISSION IS TO EMPOWER SOUTHERN OREGON COMMUNITIES MOST IMPACTED BY CLIMATE CHANGE INCLUDING LOW-INCOME, RURAL, YOUTH,SENIORS, AND COMMUNITIES OF COLOR,TO WIN CLIMATE JUSTICE BY ORGANIZING FOR CLEAN ENERGY, SUSTAINABLE JOBS, AND A HEALTHY ENVIRONMENT.",,,,,,
Climate Resolve,,46-4736278,"['heat-related illness.We also meet with local LA residents to educate the public about issues relating to <em>climate change.</em> We know that <em>climate change</em> is already here and communities are feeling the environmental, health, and financial impacts. We promote awareness of the dangers of <em>climate change</em> and provide actionable information on strategies to conserve natural resources, save money, and live well', 'mitigation, resilience, Los Angeles, <em>climate change,</em> environmental, education, policy, advocacy, outreach, Environment, <em>Climate change,</em> Natural resources, Energy resources, Age groups, Children and youth, Adults, Social and economic status, Economically disadvantaged people, Work status and occupations, Academics, Non-governmental organizations, Public charities Climate']",Los Angeles,CA,1795280.0,3682908.0,"Our purpose is a just and resilient future.
Climate Resolve builds collaborations to champion equitable climate solutions. We connect communities, organizations and policymakers to address a global problem with local action. We inclusively develop practical initiatives that reduce climate pollution and prepare for climate impacts. Using our collective power to tackle climate change, we are creating a thriving California and inspiring others to act.",https://facebook.com/climateresolve,https://twitter.com/climateresolve,https://youtube.com/channel/UCiXnx_rmbiLhVQOWUhSkR0w/featured,https://instagram.com/climateresolve,https://linkedin.com/company/climate-resolve,climateresolve
Sunrise Movement Education Fund,Sunrise,46-4773036,"['Sunrise Movement Education Fund supports young people to make <em>climate change</em> an urgent priority across America and expose the corruption of fossil fuel executives on our politics.', ' <em>climate,</em> environment, energy, justice, advocacy, movement building, organizing, policy, Environment, Natural resources, Energy resources, Public affairs, Democracy, Civic participation, Elections, Voter education and registration']",Washington,DC,14013377.0,5095621.0,Sunrise Movement Education Fund supports young people to make climate change an urgent priority across America and expose the corruption of fossil fuel executives on our politics.,https://facebook.com/sunrisemvmt,https://twitter.com/sunrisemvmt,https://youtube.com/channel/UCEorX5YWm_jAKknP7TY5l6Q,https://instagram.com/sunrisemvmt,https://linkedin.com/company/sunrisemvmt/,sunrisemvmt
Solrio Organization for Climate Change Mitigation Incorporated,,46-4825318,['Mitigate <em>Climate Change</em>'],Cheyenne,WY,0.0,0.0,Mitigate Climate Change,,,,,,
Care About Climate,,46-4897253,"['Care About <em>Climate</em> Educates, empowers, and unites people around the world to advocate for more effective <em>climate change</em> solutions.', ' <em>climate,</em> environment, youth, activism, education, capacity building, <em>climate change,</em> UNFCCC, engagement, youth engagement, international, global, empowerment,, Environment, Non-governmental organizations, Public charities']",Flagstaff,AZ,82939.0,74952.0,"Care About Climate Educates, empowers, and unites people around the world to advocate for more effective climate change solutions.",https://facebook.com/careaboutclimate/,https://twitter.com/careboutclimate,https://youtube.com//channel/UCazCydJfB3zFWk50Cr6y4ng,https://instagram.com/careaboutclimate/,https://linkedin.com/company/company/care-about-climate,careboutclimate
HAWAIIAN LEGACY REFORESTATION INITIATIVE,LegacyTrees.org,46-5002476,"[' Reforestation,  Conservation, Hawaiian Culture, Environment, <em>Climate change,</em> Biodiversity, Wildlife biodiversity, Endangered species protection, Plant biodiversity, Forest preservation, Natural resources, Age groups, Children and youth, Children, Adolescents, Adults, Ethnic']",Honolulu,HI,1579167.0,1741670.0,"Promote & assist in reforestation of Hawaii forest land with endemic Hawaiian species of trees & plants that originally grew in such locations, thereby assisting in watershed protection, expansion of critical habitat for native species, to participate & fund research into Hawaiian animal and plant life with objective of expanding the native forests of Hawaii, to acquire land and conservation easements for planting endemic Hawaiian plants & trees, to accomplish the mission which enhances understanding of integral relationship between Hawaiian cultural, tradition & history with resource management of the endemic Hawaiian forest, to use & economic benefit of forest products & the sustainable planting of trees & to monitor conservation easements for existing lands with conservation easements.",https://facebook.com/HawaiianLegacyReforestationInitiative,,https://youtube.com/HawaiianLegacyForest,https://instagram.com/hawaiianlegacyforest,https://linkedin.com/company/hawaiian-legacy-forest,
Big Reuse,Big Reuse,46-5083170,"['Big Initiatives and Big Reuse are formed to protect the environment, reduce <em>climate change</em> and conserve natural resources and energy through community based zero waste initiatives.Big Initiatives and Big Reuse will achieve this charitable purpose of environmental protection through operations of a reuse center, community composting network, environmental education and outreach, and green job training', '  Social enterprise reducing waste through reuse, composting and green job training, Environment, <em>Climate change,</em> Natural resources, Solid waste management, Community and economic development, Sustainable development, Economic development, Employment, Job training, Recycling, Age groups, Adults, Non-governmental organizations, Public charities']",Brooklyn,NY,8221924.0,6346972.0,"Big Initiatives and Big Reuse are formed to protect the environment, reduce climate change and conserve natural resources and energy through community based zero waste initiatives.
Big Initiatives and Big Reuse will achieve this charitable purpose of environmental protection through operations of a reuse center, community composting network, environmental education and outreach, and green job training.",https://facebook.com/bigreuse,https://twitter.com/bigreuse,,https://instagram.com/bigreuse,https://linkedin.com/company/bigreuse,bigreuse
The Hydrous,,46-5112972,"[""open access oceans' so that all people may explore, understand, and engage with marine environments, which are severely threatened by <em>climate change</em> and human impacts."", ' Ocean education, Science Education, Technology, Advocacy, Immersive Learning, Environment, <em>Climate change,</em> Natural resources, Water resources, Oceans and coastal waters, Environmental education, Information and communications, Communication']",San Francisco,CA,309599.0,90414.0,"The mission of the Hydrous is to create 'open access oceans' so that all people may explore, understand, and engage with marine environments, which are severely threatened by climate change and human impacts.",,https://twitter.com/thehydrous,,https://instagram.com/thehydrous,https://linkedin.com/company/the-hydrous,thehydrous
WHITE PONY EXPRESS,White Pony Express,46-5220565,"[""   Hunger relief, poverty, homeless, food rescue, environment, <em>climate change,</em> food delivery, clothing delivery, toys, children's development, warm clothing, Environment, Natural resources, Solid waste management, Recycling, Human services, Basic and emergency aid, Food aid""]",Pleasant Hill,CA,3546185.0,15322552.0,"White Pony Express (WPE) exists as a response to relieve the suffering caused by food insecurity and because our society has fallen short in providing basic needs for everyone equally. WPE’s mission is to eliminate hunger and poverty by delivering the abundance all around us to those in need. We bridge abundance and need by diverting wholesome food and other goods from landfills and delivering this bounty to food deserts and under-resourced communities, leading to improved health and well-being.",https://facebook.com/whiteponyexpress/,https://twitter.com/whiteponyex,https://youtube.com/channel/UCx09V4Q2KF8IpAORvQmQJDg,https://instagram.com/whiteponyexpress/,https://linkedin.com/company/white-pony-express/,whiteponyex
Climate Flag,,46-5234469,[],Albany,CA,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Sustainable Electronics Recycling International,SERI,46-5294387,"[' electronics, reuse, repair, recycling, ICT, ITAD, e-waste, WEEE, EEE, e-scrap, data security, computers, mobile, circular economy, sustainable, sustainability, global, Environment, <em>Climate change,</em> Natural resources, Solid waste management, Recycling, Health, Public health, Environmental health, Community and economic development, Sustainable development, Business and industry, Corporate ']",Hastings,MN,4378725.0,2114028.0,"SERI works to create a world where electronic products are reused and recycled in a way that results in resource preservation, the well-being of the environment, and the health and safety of workers and communities.",,,https://youtube.com/https://www.youtube.com/@ReTHINKElectronics-kl1lz,,https://linkedin.com/company/https://www.linkedin.com/company/sustainable-electronics-recycling-international-seri-/,
Ethiopian Institute for Resilience and Climate Change Adaptation,,46-5321343,[],Little Elm,TX,0.0,0.0,This organization has not provided GuideStar with a mission statement.,,,,,,
Farm To Pantry,,46-5321538,"[' hunger, food rescue, <em>climate change,</em> food justice, food insecurity, Health, Public health, Physical fitness, Nutrition, Human services, Basic and emergency aid, Food aid, Food banks, Age groups, Adults, Work status and occupations, Unemployed people, Non-']",Healdsburg,CA,1490174.0,1704769.0,To cultivate good health and community and to support environmental sustainability by rescuing locally grown food and sharing with those in need.,https://facebook.com/FarmtoPantry,,,https://instagram.com/farmtopantry,https://linkedin.com/company/farm-to-pantry/?viewAsMember=true,
The Climate Mobilization,,46-5427833,"[' <em>climate change</em> advocacy, organizing, Environment, Environmental justice, <em>Climate change,</em> Human rights, Age groups, Adults, Non-governmental organizations', 'The <em>Climate</em> Mobilization is building power for a national transformation that rapidly restores a safe <em>climate</em> and creates a just and democratic society. climate']",New York City,NY,0.0,0.0,The Climate Mobilization is building power for a national transformation that rapidly restores a safe climate and creates a just and democratic society.,https://facebook.com/TheClimateMobilization,https://twitter.com/@mobilizeclimate,,,,
"Protect Our Water Jackson Hole, Inc.",,46-5538680,"[' Water Quality, Water Resources, Conservation, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Water resources, Environmental education, Health, Public health, Water access, sanitation and hygiene, Age groups, Children and youth, Adults, Ethnic and racial groups, People']",Wilson,WY,670128.0,741286.0,"TO SERVE AS A POWERFUL ADVOCATE FOR PROTECTING AND RESTORING THE SURFACE WATERS AND GROUNDWATER IN TETON COUNTY, WYOMING.",https://facebook.com/https://www.facebook.com/ProtectOurWaterJH,,,,,
The Carbon Underground,Adopt-A-Meter,46-5582094,"[' Underground’s mission is to accelerate the restoration of degraded soil around the world to help reverse <em>climate change,</em> increase food and water security, and improve the health of both people and planet. TCU was created in response to emerging data about the role soil plays in <em>climate change,</em> and how restoring soil health could help alleviate that threat while also mitigating major food and water ', ' <em>Climate Change,</em> Agriculture,, Agriculture, fishing and forestry, Agriculture, Environment, Non-governmental organizations, Public charities']",Los Angeles,CA,227868.0,435291.0,"The Carbon Underground’s mission is to accelerate the restoration of degraded soil around the world to help reverse climate change, increase food and water security, and improve the health of both people and planet.
TCU was created in response to emerging data about the role soil plays in climate change, and how restoring soil health could help alleviate that threat while also mitigating major food and water issues.
TCU was founded by partners with significant global experience in business, food, communications and environmental issues and we leverage our experience and relationships with business, government, scientists and farmers to create local and international programs designed to draw down atmospheric carbon rapidly and at scale.",,,,,,
Climate Action Families,Climate Change for Families,46-5636361,"['Environmental justice, <em>Climate change,</em> Environmental education, Community and economic development, Community improvement, Community organizing, Human rights, Diversity and intergroup relations, Age groups, Family relationships, Families, Non-governmental organizations, Public charities', '<em>Climate</em> Action Families provides support, education, and resources to build a sustainable, inclusive, intergenerational <em>climate</em> justice movement whose participants want to become the <em>change</em> needed for a just transition to a sustainable and compassionate society respecting all life and our planet. Advocacy']",Seattle,WA,22543.0,68364.0,"Climate Action Families provides support, education, and resources to build a sustainable, inclusive, intergenerational climate justice movement whose participants want to become the change needed for a just transition to a sustainable and compassionate society respecting all life and our planet.",,,,,,
WORLD OCEAN OBSERVATORY,,46-5693943,"[' World Ocean Radio Global, Ocean, Sustainability, Biodiversity, <em>Climate Change,</em> High Seas, Plastic Pollution, Citizen Science, Education, Environment, Natural resources, Information and communications, Communication media, Radio, Age groups, Adults, Work status and occupations', 'Ocean Forum is available in two formats: 1. as an online initiative for key ocean voices, professionals, and Citizens of the Ocean to contribute to an active forum of opinion, ideas, and proposals for <em>change</em> in ocean policy and action worldwide; and 2. as a monthly 30 minute audio interview with various experts on a wide variety of ocean issues. World Ocean Forum allows the W2O engage with and reach a ']",Sedgwick,ME,53186.0,155521.0,"World Ocean Observatory advocates for the health and sustainability of the ocean through an accessible worldwide network of communication, education, partnership, information exchange and public connection. It is our belief that the sea connects all things.",https://facebook.com/WorldOceanObservatory,https://twitter.com/TheW2O,https://youtube.com/https://www.youtube.com/channel/UC6UcSHshPmGwuejpN8DjPYw,https://instagram.com/https://instagram.com/worldoceanobservatory/,https://linkedin.com/company/https://www.linkedin.com/grp/home?gid=4396917,thew
Mothers Out Front,,46-5758600,"['We build our power as mothers to ensure a livable <em>climate</em> for all children. We do this by supporting mothers working in teams at the local and state levels to win campaigns that accelerate the transition from dirty to clean energy.', ' organizing, advocacy, <em>climate</em> justice, Environment, Non-governmental organizations, Public charities']",Boston,MA,2826142.0,2901111.0,We build our power as mothers to ensure a livable climate for all children. We do this by supporting mothers working in teams at the local and state levels to win campaigns that accelerate the transition from dirty to clean energy.,,,,,,
Center for Rural Affairs,"CFRA, Granary Foundation, Rural Investment Corporation",47-0553823,"[' social justice, micro enterprise, rural development, sustainable agriculture, family farm, wind, <em>climate change,</em> hispanic, policy, constituency, health, education, community development, social entrepreneurship, Environment, Community and economic development, Economic development, Rural development, Business']",Lyons,NE,14405206.0,7387243.0,"Establish strong rural communities, social and economic justice, environmental stewardship, and genuine opportunity for all while engaging people in decisions that affect the quality of their lives and the future of their communities.",https://facebook.com/ruralaffairs,https://twitter.com/cfra,https://youtube.com/c/CfraOrg,https://instagram.com/RuralNerd,https://linkedin.com/company/center-for-rural-affairs,cfra
